FIPS,MODIS1214,Hay,Hay_ir,Alfalfa,Alfalfa_ir,Other_Grass,Other_Grass_ir,Barley,Barley_ir,BeansEdible,BeansEdible_ir,CornGrain,CornGrain_ir,CornSilage,CornSilage_ir,Cotton,Cotton_ir,Oats,Oats_ir,Peanuts,Peanuts_ir,Potatoes,Potatoes_ir,Rice,Rice_ir,Rye,Rye_ir,SorghumGrain,SorghumGrain_ir,SorghumSilage,SorghumSilage_ir,Soybeans,Soybeans_ir,Wheat_Spring,Wheat_Spring_ir,Wheat_Winter,Wheat_Winter_ir,Other,Other_ir,Canola,Canola_ir,Beans,Beans_ir
120412,1214,0.623,0.000,0.106,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.004,0.000,0.188,0.000,0.000,0.000,0.000,0.000
120413,1214,0.309,0.000,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.004,0.000,0,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.473,0.000,0.000,0.000,0.000,0.000
120414,1214,0.613,0.000,0.216,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.000,0.000
120500,1214,0.706,0.000,0.157,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.003,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.005,0.000,0.004,0.000,0.071,0.000,0.000,0.000,0.000,0.000
120515,1214,0.789,0.000,0.110,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0589999999999999,0.000,0.000,0.000,0.000,0.000
120516,1214,0.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.046,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.000,0.000,0.000
120517,1214,0.521,0.000,0.249,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.003,0.000,0,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.017,0.000,0.014,0.000,0.0929999999999999,0.000,0.000,0.000,0.000,0.000
120518,1214,0.732,0.000,0.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0619999999999999,0.000,0.000,0.000,0.000,0.000
130100,1214,0.311,0.000,0.055,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.004,0.000,0.007,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.296,0.000,0,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.043,0.000,0.006,0.000,0.022,0.000,0.001,0.000,0.000,0.000
130110,1214,0.719,0.000,0.085,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.009,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.016,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.001,0.000
130111,1214,0.266,0.000,0.055,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.004,0.000,0.009,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.302,0.000,0,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.057,0.000,0.011,0.000,0.0269999999999999,0.000,0.002,0.000,0.000,0.000
130112,1214,0.152,0.000,0.025,0.000,0.000,0.000,0.149,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.475,0.000,0,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.064,0.000,0.002,0.000,0.00500000000000011,0.000,0.000,0.000,0.000,0.000
130113,1214,0.331,0.000,0.068,0.000,0.000,0.000,0.268,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.275,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000
130200,1214,0.653,0.000,0.104,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.005,0.000,0.021,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.007,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.001,0.000,0.128,0.000,0.000,0.000,0.000,0.000
130202,1214,0.376,0.000,0.024,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000
130203,1214,0.697,0.000,0.016,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.018,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.004,0.000,0.000,0.000,0.213,0.000,0.000,0.000,0.000,0.000
130204,1214,0.823,0.000,0.082,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.011,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000
130205,1214,0.661,0.000,0.131,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.005,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.001,0.000,0.102,0.000,0.000,0.000,0.000,0.000
130300,1214,0.684,0.000,0.086,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.020,0.000,0,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.006,0.000,0.000,0.000,0.0899999999999999,0.000,0.000,0.000,0.000,0.000
130306,1214,0.749,0.000,0.074,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.027,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.009,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000
130307,1214,0.705,0.000,0.090,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.001,0.000,0.034,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.022,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.000,0.000,0.0779999999999999,0.000,0.000,0.000,0.000,0.000
130308,1214,0.603,0.000,0.081,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.099,0.000,0.000,0.000,0.012,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.147,0.000,0.000,0.000,0.000,0.000
130400,1214,0.387,0.000,0.051,0.000,0.000,0.000,0.168,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.031,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.007,0.000,0.000,0.000,0.282,0.000,0.007,0.000,0.000,0.000
130409,1214,0.491,0.000,0.039,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.008,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.312,0.000,0.000,0.000,0.000,0.000
130414,1214,0.374,0.000,0.084,0.000,0.000,0.000,0.387,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.054,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.0159999999999999,0.000,0.019,0.000,0.000,0.000
130415,1214,0.336,0.000,0.026,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.023,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.008,0.000,0.000,0.000,0.535,0.000,0.000,0.000,0.000,0.000
240100,1214,0.342,0.000,0.288,0.000,0.000,0.000,0.208,0.000,0.000,0.000,0.003,0.000,0.009,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.007,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.023,0.000,0.001,0.000,0.036,0.000,0.003,0.000,0.000,0.000
240107,1214,0.447,0.000,0.134,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.033,0.000,0.000,0.000,0.022,0.000,0.007,0.000,0.001,0.000
240108,1214,0.338,0.000,0.333,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.0539999999999998,0.000,0.009,0.000,0.001,0.000
240109,1214,0.237,0.000,0.409,0.000,0.000,0.000,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.033,0.000,0.002,0.000,0.000,0.000
240110,1214,0.209,0.000,0.419,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.019,0.000,0.001,0.000,0.000,0.000
240111,1214,0.363,0.000,0.199,0.000,0.000,0.000,0.203,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.010,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.0539999999999998,0.000,0.005,0.000,0.000,0.000
240112,1214,0.347,0.000,0.272,0.000,0.000,0.000,0.155,0.000,0.000,0.000,0.005,0.000,0.011,0.000,0.000,0.000,0.132,0.000,0.000,0.000,0.011,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.015,0.000,0.000,0.000,0.0479999999999999,0.000,0.002,0.000,0.001,0.000
240113,1214,0.541,0.000,0.134,0.000,0.000,0.000,0.158,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.033,0.000,0.001,0.000,0.001,0.000
240114,1214,0.304,0.000,0.345,0.000,0.000,0.000,0.147,0.000,0.000,0.000,0.008,0.000,0.017,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.009,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.055,0.000,0.004,0.000,0.0589999999999998,0.000,0.003,0.000,0.000,0.000
240200,1214,0.306,0.000,0.114,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.010,0.000,0.010,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.025,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.010,0.000,0.001,0.000,0.151,0.000,0.009,0.000,0.004,0.000
240291,1214,0.260,0.000,0.132,0.000,0.000,0.000,0.136,0.000,0.000,0.000,0.014,0.000,0.009,0.000,0.000,0.000,0.291,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.024,0.000,0.001,0.000,0.096,0.000,0.014,0.000,0.007,0.000
240292,1214,0.302,0.000,0.041,0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.003,0.000,0.006,0.000,0.000,0.000,0.201,0.000,0.000,0.000,0.029,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.303,0.000,0.013,0.000,0.000,0.000
240293,1214,0.268,0.000,0.192,0.000,0.000,0.000,0.264,0.000,0.000,0.000,0.016,0.000,0.020,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.002,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.009,0.000,0.000,0.000,0.0980000000000001,0.000,0.004,0.000,0.006,0.000
240294,1214,0.369,0.000,0.111,0.000,0.000,0.000,0.219,0.000,0.000,0.000,0.009,0.000,0.005,0.000,0.000,0.000,0.145,0.000,0.000,0.000,0.073,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.013,0.000,0.000,0.000,0.046,0.000,0.005,0.000,0.001,0.000
240295,1214,0.689,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.056,0.000,0.000,0.000
240296,1214,0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.032,0.000,0,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000
240300,1214,0.361,0.000,0.148,0.000,0.000,0.000,0.122,0.000,0.000,0.000,0.074,0.000,0.021,0.000,0.000,0.000,0.084,0.000,0.000,0.000,0.075,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.030,0.000,0.000,0.000,0.053,0.000,0.006,0.000,0.000,0.000
240315,1214,0.727,0.000,0.112,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0200000000000001,0.000,0.000,0.000,0.000,0.000
240316,1214,0.465,0.000,0.112,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.034,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.039,0.000,0.000,0.000,0.0869999999999999,0.000,0.020,0.000,0.000,0.000
240320,1214,0.143,0.000,0.157,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.051,0.000,0.013,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.240,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.021,0.000,0.000,0.000,0.141,0.000,0.000,0.000,0.000,0.000
